feature1,feature2,label
1.6897674927968889,-1.4082412294800977,1
1.5302866519077967,-1.4598481463943411,1
-1.1750415205987592,-1.447632911390504,0
-2.5853950710158844,0.9635322381412524,0
1.3722458032443643,0.4406953723303835,1
0.7319361380623391,0.8497529704161523,1
-2.1068420683173907,-0.1560051597993013,0
-0.9360160452019901,0.543282486859719,0
-1.6469953698802768,0.49340919543505113,0
0.4253614813322255,0.24142691696923058,0
0.8558199240791422,-0.4306455679527488,1
1.676600045233665,-1.7134844054424636,1
-2.0698779153366966,0.2526022408497517,0
-0.7957771508645393,0.04938547128051207,1
1.770795920746771,1.5355765591448396,1
0.36578829143815295,2.2329715424445116,0
-0.05275871346095795,-2.1823682579708907,1
0.5740300193382719,0.44723681115905967,1
-1.06467497702353,-0.7523716155390152,0
2.2465882274971527,-1.5145502447600276,1
-0.6284493229105651,-0.2072522294020004,0
-1.7590614431786378,0.7584494972747235,0
-1.1558756757461424,-1.9499419682258918,0
0.8364688130702762,0.9892698101043724,1
-1.1297097809626642,-0.5078334393564243,0
0.1131275711967511,-0.8281673401649976,1
0.8411782195079873,-0.8208608433452822,1
-0.9882673150313668,1.8770885349579824,0
-0.11784305090720948,-1.0933827177870707,1
0.671188680908521,-1.9022306675610952,1
0.6486804658219678,-0.4287915812134475,1
-2.4886487289270196,3.9712777170445666,0
-0.20433504219516196,-1.1372532821336936,0
-1.8898554300589572,0.36530211926062295,0
-2.2633037143105703,-0.056937254154613925,0
2.3681010392087964,2.7937380177273905,1
0.6238195280864198,-2.5409246419813645,0
-0.9206271932318477,-2.2271064335969717,1
-1.0923490543526626,0.2876216539520742,0
0.1274145701702154,1.727580684181154,1
-0.38551993278881225,-1.3651455446031797,0
1.464896347635184,-0.7761859810841161,1
-2.5241251156333457,0.7031331609362643,0
-0.5941577373262046,-0.008443575810666681,0
-0.4385176279518208,-1.9219858129171061,0
-0.6723815479203049,-1.0056743747527992,0
-1.371191282482491,0.24980946635547685,0
-1.6639519399561093,1.3611362966964426,0
2.066957732714047,-1.0901106899672202,1
1.2158007377611906,-0.5088974176018992,1
0.8185518910061886,0.18641281131056786,1
1.6615721859334653,1.3026200986722622,1
1.0437780681286468,-1.437727087413744,1
1.368238921601733,-0.005226994381723582,1
-1.7944554270765267,0.4597089659440151,0
0.2455445280754993,0.7700061105412203,1
-0.25448547284125034,-0.9483938387155723,0
0.3461076938437967,-1.1948693601170965,1
2.9172517291252813,0.6382512209789832,1
0.4845453915822717,1.18669674633479,0
1.4958959550352142,0.5732957766729517,1
-1.1734356996732305,-0.7927339324918946,0
-0.7879170052745046,-2.0019194654752477,0
-1.7515936908175633,-0.39696760075681503,0
-1.1672283448439353,-0.7131440886800136,0
2.0318809213145483,1.398481442234289,1
-0.6302062852713863,0.5688557802317573,0
-0.9437721228747878,-1.282068376071459,0
1.3986358760296886,1.257316238277959,1
1.1741382964118334,0.45189374349549016,1
2.008594457251389,0.012887153941107288,1
-0.020132763534772224,-1.8594557656654236,0
0.13368412656286088,-1.4004286666376393,1
-2.8956441144708522,0.04091078976534468,0
0.8357441965633391,-2.182539823861129,1
-1.9535656577291878,1.27705890753709,0
-1.765424935451116,-0.05924762826962926,0
-0.23534422506237518,-1.878115850857734,0
-2.505286113739774,0.6563350631928089,0
-0.18255714797725753,-2.461647591280854,0
1.4883120840119048,-0.003100254853939166,1
1.5545715834731015,-0.37838085727516657,1
-2.4417633385369095,0.5057164727918866,0
0.5753580844692532,1.4803623892192705,1
-1.6344675513590832,-0.48922681169762405,0
-0.39823237281991,0.28091973353010846,0
-0.33229364448493814,0.7075172815818458,0
-0.5690820243252174,2.3195725843885238,0
0.5685358036013779,-2.0113523270145355,1
0.025602364964912527,0.4572801643536778,1
0.3660160838527806,2.8636641887210255,0
0.17258346647958445,0.38210453955556556,1
1.346411601061362,-0.06080074646520617,1
-2.1065854630658762,0.7951195979528419,0
1.0875708383464469,1.4498089277028172,1
2.0511757816620415,2.9810328066890803,1
-0.5950874170600915,1.8775955238369524,0
1.249151635839691,-0.9127696139603618,1
-3.365582304231961,-1.4600691790978222,0
2.5580934302247744,2.3989033834666724,1
-1.4731174586852647,0.7961407860939875,0
1.333279623961087,1.4843657303252025,1
0.9607630979979833,-0.7093931298937451,1
2.9044751517273495,0.35378248936756895,1
-0.3550572241673403,1.698855041640849,0
0.029499945816815698,1.6329087484159357,0
